Symbol,Name,DowComposite,Nasdaq100,Russell1000,Russell2000,S&P100,S&P500,S&P400,S&P600,WatchList,Sector,Full_Time_Employees,Industry,Previous_Close,Days_Range,Market_Cap,Earnings_Date,_52_Week_Range,Volume,PE_Ratio_TTM,Beta,_1y_Target_Est,EPS_TTM,Forward_Dividend_and_Yield,Ex_Dividend_Date,Open,Avg_Volume
AJRD,Aerojet Rocketdyne Holdings,0,0,0,1,0,0,0,1,0,Industrial Goods,"4,965",Aerospace/Defense - Major Diversified,31.77,31.77 - 32.16,2.389B,"Aug 7, 2017",17.69 - 36.25,"312,914",38.33,1.17,37.50,0.83,0.00 (0.00%),2004-05-20,31.81,"765,693"
AJX,Great Ajax Corp,0,0,0,1,0,0,0,0,0,,,,13.86,13.75 - 13.93,251.695M,"Feb 27, 2018",12.72 - 15.40,"14,938",9.02,,16.20,1.53,1.20 (8.73%),2017-11-16,13.86,"45,719"
AKAM,Akamai Technologies,0,1,1,0,0,1,0,0,0,Technology,"7,439",Internet Information Providers,65.21,65.07 - 65.66,11.083B,"Feb 5, 2018",44.65 - 71.34,"1,083,361",39.19,0.35,65.55,1.67,N/A (N/A),,65.32,"2,587,063"
AKAO,Achaogen Inc,0,0,0,1,0,0,0,0,0,Healthcare,194,Biotechnology,12.42,11.80 - 12.51,506.18M,"Aug 7, 2017",10.24 - 27.79,"1,355,573",,1.54,25.00,-3.29,N/A (N/A),,12.45,"1,028,082"
AKBA,Akebia Therapeutics,0,0,0,1,0,0,0,0,0,Healthcare,89,Biotechnology,15.58,15.45 - 15.74,741.181M,"Mar 7, 2018",8.58 - 20.25,"181,973",,0.97,22.44,-3.08,N/A (N/A),,15.58,"344,365"
AKCA,Akcea Therapeutics Inc,0,0,0,1,0,0,0,0,0,,,,17.21,16.58 - 17.25,1.131B,,1.05 - 31.23,"147,759",,,24.00,-1.25,N/A (N/A),,17.23,"303,392"
AKR,Acadia Realty Trust,0,0,0,1,0,0,0,1,0,Financial,122,Property Management,,26.00 - 26.83,,"Feb 21, 2018",26.00 - 32.89,,,,,,1.08 (3.93%),,,
AKRX,Akorn Inc,0,0,1,0,0,0,1,0,0,Healthcare,"2,261",Drugs - Generic,33.56,33.05 - 33.63,4.196B,"May 18, 2017",17.74 - 34.00,"1,240,074",57.25,1.4,31.14,0.59,0.00 (0.00%),1991-05-24,33.60,"2,009,061"
AKS,AK Steel Holding Corp,0,0,0,1,0,0,0,1,0,Basic Materials,"8,500",Steel & Iron,6.43,6.10 - 6.51,1.949B,"Jan 30, 2018",4.00 - 10.26,"22,101,515",34.20,3.49,6.63,0.18,0.00 (0.00%),2012-05-11,6.46,"17,536,285"
AKTS,Akoustis Technologies Inc,0,0,0,1,0,0,0,0,0,Technology,58,Communication Equipment,6.56,6.42 - 6.76,125.119M,,4.91 - 14.00,"76,816",,,14.67,-0.65,N/A (N/A),,6.70,"68,319"
AL,Air Lease Corporation Class A C,0,0,1,0,0,0,0,0,0,Services,76,Rental & Leasing Services,49.80,49.44 - 50.21,5.175B,"Feb 21, 2018",34.42 - 50.21,"490,325",14.41,1.62,52.00,3.48,0.40 (0.83%),2017-12-13,50.00,"673,831"
ALB,Albemarle Corp,0,0,1,0,0,1,0,0,0,Basic Materials,"5,000",Specialty Chemicals,134.69,133.09 - 135.81,14.753B,"Feb 28, 2018",90.35 - 144.99,"990,097",17.19,2.32,146.00,7.77,1.28 (0.96%),2017-12-14,135.33,"1,195,976"
ALCO,Alico Inc,0,0,0,1,0,0,0,0,0,Consumer Goods,283,Farm Products,27.75,27.60 - 27.90,229.605M,"Feb 5, 2018",25.50 - 34.80,"3,700",,1.16,38.00,-1.14,0.24 (0.86%),2017-12-28,27.60,"5,649"
ALDR,Alder Biopharma,0,0,0,1,0,0,0,0,0,Healthcare,176,Biotechnology,17.90,17.20 - 18.35,1.21B,"Jul 27, 2017",8.60 - 25.45,"1,437,382",,2.22,25.58,-5.25,N/A (N/A),,18.05,"1,087,076"
ALE,Allete Inc,0,0,0,1,0,0,0,1,0,Utilities,"1,991",Diversified Utilities,72.54,72.14 - 73.19,3.726B,"Feb 13, 2018",62.04 - 81.24,"255,019",21.10,0.06,78.00,3.46,2.14 (2.94%),2017-11-14,72.48,"228,596"
ALEX,Alexander and Baldwin Inc,0,0,0,1,0,0,1,0,0,Financial,806,Real Estate Development,27.96,27.62 - 28.02,1.36B,"Feb 26, 2018",27.27 - 46.96,"139,711",76.62,1.12,43.50,0.36,0.28 (1.02%),2017-11-28,27.96,"255,538"
ALG,Alamo Group,0,0,0,1,0,0,0,1,0,Industrial Goods,"2,900",Farm & Construction Machinery,113.51,112.60 - 115.67,1.337B,"May 4, 2017",70.53 - 119.58,"45,858",27.55,0.61,109.00,4.17,0.44 (0.39%),2018-01-12,113.95,"62,084"
ALGN,Align Technology I,0,1,1,0,0,1,0,0,0,Healthcare,"6,060",Medical Appliances & Equipment,252.91,250.01 - 259.95,20.72B,"Jan 30, 2018",191.80 - 266.41,"893,102",78.29,1.64,273.73,3.3,N/A (N/A),,254.10,"1,184,052"
ALGT,Allegiant Travel Com,0,0,0,1,0,0,0,1,0,Services,"3,704",Regional Airlines,163.15,161.50 - 167.10,2.661B,"Jan 31, 2018",111.54 - 180.40,"242,678",17.75,-0.09,166.92,9.32,2.80 (1.81%),2017-11-21,164.65,"138,382"
ALK,Alaska Air Group,1,0,1,0,0,1,0,0,0,Services,"19,723",Regional Airlines,74.81,73.07 - 75.14,9.046B,"Jan 25, 2018",61.10 - 101.43,"2,946,913",11.82,0.37,84.71,6.22,1.20 (1.67%),2017-11-20,75.00,"1,917,212"
ALKS,Alkermes Plc,0,0,1,0,0,0,0,0,0,Healthcare,"1,750",Drug Delivery,58.97,58.26 - 59.21,9.028B,"Feb 13, 2018",46.43 - 63.40,"707,379",,2.22,60.58,-1.11,N/A (N/A),,58.97,"990,592"
ALL,Allstate Corp,0,0,1,0,1,1,0,0,0,Financial,"43,050",Property & Casualty Insurance,100.78,99.83 - 102.32,36.64B,"Feb 7, 2018",73.39 - 105.36,"2,404,649",14.18,1.02,108.00,7.2,1.48 (1.47%),2017-11-29,100.90,"1,930,020"
ALLE,Allegion Plc Ordinary Shares Wh,0,0,1,0,0,1,0,0,0,Services,"9,400",Security & Protection Services,84.38,83.76 - 85.27,8.082B,"Feb 7, 2018",64.62 - 89.81,"904,205",24.17,1.12,91.22,3.52,0.64 (0.77%),2017-12-15,84.32,"760,741"
ALLY,Ally Financial,0,0,1,0,0,0,0,0,0,Financial,"7,600",Mortgage Investment,30.50,30.10 - 30.57,13.5B,"Jan 30, 2018",18.11 - 30.65,"3,729,471",14.17,1.44,32.40,2.15,0.48 (1.58%),2017-10-31,30.37,"3,443,430"
ALNY,Alnylam Pharmaceut,0,0,1,0,0,0,0,0,0,Healthcare,514,Biotechnology,128.05,127.55 - 132.47,12.8B,"Feb 6, 2018",35.98 - 147.63,"796,481",,3.37,148.94,-5.25,N/A (N/A),,127.95,"1,164,265"
ALOG,Analogic Cp,0,0,0,1,0,0,0,1,0,Healthcare,"1,510",Medical Laboratories & Research,85.35,84.35 - 86.00,1.054B,"Mar 5, 2018",66.00 - 89.50,"40,051",,0.97,76.00,-5.7,0.40 (0.47%),2017-12-14,85.35,"68,534"
ALRM,Alarm.Com,0,0,0,1,0,0,0,0,0,Technology,785,Application Software,36.54,36.20 - 36.88,1.717B,"May 11, 2017",26.84 - 49.49,"323,322",55.87,,48.75,0.65,N/A (N/A),,36.65,"636,669"
ALRN,Aileron Therapeutics Inc,0,0,0,1,0,0,0,0,0,Services,13,Education & Training Services,9.71,9.65 - 10.00,142.625M,,8.77 - 15.48,"15,252",,,19.33,-5.26,N/A (N/A),,9.68,"25,625"
ALSN,Allison Transmission Holdings,0,0,1,0,0,0,0,0,0,Consumer Goods,"2,600",Auto Parts,44.76,44.33 - 44.94,6.293B,"Feb 5, 2018",32.93 - 45.69,"1,903,017",19.77,1.24,44.64,2.24,0.60 (1.35%),2017-11-17,44.83,"1,644,323"
ALX,Alexander's Inc,0,0,0,1,0,0,0,0,0,Financial,71,REIT - Retail,383.74,380.75 - 385.01,1.945B,"Feb 12, 2018",376.17 - 441.54,"7,725",23.12,0.44,425.00,16.47,17.00 (4.48%),2017-11-03,384.41,"6,774"
ALXN,Alexion Pharm Inc,0,1,1,0,0,1,0,0,0,Healthcare,"3,121",Biotechnology,122.48,121.59 - 123.63,27.415B,"Feb 14, 2018",96.18 - 149.34,"1,228,288",54.83,1.07,161.38,2.24,N/A (N/A),,123.00,"2,221,942"
AMAG,Amag Pharmaceuticals,0,0,0,1,0,0,0,1,0,Healthcare,545,Diagnostic Substances,14.35,14.20 - 14.70,509.39M,"Feb 28, 2018",11.93 - 25.20,"442,122",,0.71,17.64,-6.13,N/A (N/A),,14.35,"873,322"
AMAT,Applied Materials,0,1,1,0,0,1,0,0,0,Technology,"18,400",Semiconductor Equipment & Materials,53.20,53.08 - 54.00,56.461B,"Feb 14, 2018",33.09 - 60.89,"9,072,267",16.86,1.69,67.90,3.17,0.40 (0.75%),2018-02-20,53.24,"11,101,531"
AMBA,Ambarella Inc,0,0,0,1,0,0,0,0,0,Technology,669,Semiconductor Equipment & Materials,54.67,54.22 - 55.10,1.829B,"Feb 26, 2018",40.06 - 66.23,"948,404",52.86,0.92,57.50,1.04,N/A (N/A),,54.74,"1,032,033"
AMBC,Ambac Financial Grp,0,0,0,1,0,0,0,0,0,Financial,154,Surety & Title Insurance,15.73,15.69 - 16.13,727.187M,"Feb 26, 2018",13.17 - 16.89,"713,517",,1.3,21.00,-8.91,N/A (N/A),,15.76,"422,177"
AMBR,Amber Road Inc,0,0,0,1,0,0,0,0,0,Technology,677,Application Software,7.50,7.39 - 7.63,202.19M,"May 3, 2017",6.14 - 9.82,"53,049",,0.78,11.75,-0.57,N/A (N/A),,7.53,"103,638"
AMC,Amc Entertainment Holdings Inc,0,0,0,1,0,0,0,0,0,Services,"3,194","Movie Production, Theaters",14.10,13.95 - 14.70,1.864B,"Feb 26, 2018",10.80 - 34.90,"4,657,391",,1.41,21.85,-1.5,0.80 (5.73%),2017-12-01,14.15,"2,955,844"
AMCX,Amc Networks Cl A,0,0,1,0,0,0,1,0,0,Services,"2,029",Entertainment - Diversified,52.98,52.64 - 53.54,3.297B,"Feb 21, 2018",46.89 - 67.61,"788,634",10.59,0.64,57.28,5.03,N/A (N/A),,53.14,"955,787"
AMD,Adv Micro Devices,0,0,1,0,0,1,0,0,0,Technology,"8,200",Semiconductor - Broad Line,12.14,11.80 - 12.07,11.597B,"Jan 29, 2018",9.42 - 15.65,"47,149,344",,2.96,14.28,-0.08,0.00 (0.00%),1995-04-27,11.82,"54,290,985"
AME,Amtek Inc,0,0,1,0,0,1,0,0,0,Industrial Goods,"15,700",Diversified Machinery,74.57,74.60 - 75.42,17.38B,"Feb 5, 2018",49.93 - 75.42,"738,661",31.61,1.17,76.62,2.38,0.36 (0.49%),2017-12-05,74.89,"1,250,842"
AMED,Amedisys Inc,0,0,0,1,0,0,0,1,0,Healthcare,"16,000",Home Health Care,54.53,54.06 - 55.59,1.858B,"Feb 26, 2018",43.07 - 65.91,"337,048",43.43,1.36,62.78,1.26,N/A (N/A),,54.73,"423,068"
AMG,Affiliated Managers Group,0,0,1,0,0,1,0,0,0,Financial,"4,100",Asset Management,200.72,200.44 - 203.12,11.272B,"Jan 29, 2018",139.52 - 207.67,"245,522",22.03,1.85,223.13,9.21,0.80 (0.40%),2017-11-08,201.75,"284,171"
AMGN,Amgen,0,1,1,0,1,1,0,0,0,Healthcare,"19,200",Biotechnology,181.96,181.75 - 185.61,134.323B,"Jan 31, 2018",150.38 - 191.10,"3,111,445",16.72,1.68,192.14,11.07,5.28 (2.89%),2018-02-14,182.34,"2,718,888"
AMH,American Homes 4 Rent,0,0,1,0,0,0,0,0,0,Financial,953,REIT - Residential,20.54,20.37 - 20.53,7.001B,"Feb 21, 2018",20.37 - 23.98,"2,454,430","5,115.00",0.91,25.25,0.0,0.20 (0.96%),2017-12-29,20.46,"1,892,220"
AMKR,Amkor Technology,0,0,0,1,0,0,0,0,0,Technology,"27,900",Semiconductor - Integrated Circuits,10.51,10.45 - 10.62,2.505B,"Feb 12, 2018",8.32 - 12.48,"540,537",9.62,2.49,10.58,1.09,N/A (N/A),,10.53,"900,642"
AMN,Amn Healthcare Services Inc,0,0,0,1,0,0,0,1,0,Industrial Goods,"2,990",General Building Materials,49.15,49.05 - 50.00,2.379B,"Feb 16, 2017",33.61 - 51.75,"374,911",20.84,0.7,90.00,2.39,N/A (N/A),,49.35,"469,000"
AMNB,American Natl Bksh,0,0,0,1,0,0,0,0,0,Financial,335,Regional - Mid-Atlantic Banks,39.75,39.60 - 40.50,345.894M,"Jan 17, 2018",36.65 - 43.00,"14,303",20.02,0.77,39.00,2.0,1.00 (2.58%),2017-11-30,39.60,"11,662"
AMOT,Allied Motion Tech,0,0,0,1,0,0,0,0,0,Industrial Goods,"1,220",Industrial Electrical Equipment,34.84,34.36 - 35.39,333.123M,"Oct 31, 2017",19.10 - 35.46,"40,689",36.78,1.84,37.00,0.96,0.10 (0.29%),2017-11-15,34.83,"34,850"
AMP,Ameriprise Financial Services,0,0,1,0,0,1,0,0,0,Financial,"13,000",Asset Management,178.98,178.75 - 182.37,26.929B,"Jan 24, 2018",110.75 - 182.37,"1,153,204",17.02,2.06,180.67,10.7,3.32 (1.91%),2017-11-03,179.64,"810,780"
AMPH,Amphastar Pharma,0,0,0,1,0,0,0,1,0,Healthcare,"1,541",Drug Manufacturers - Other,18.16,18.14 - 18.81,853.309M,,12.05 - 19.95,"170,652",,1.43,32.50,-0.0,N/A (N/A),,18.14,"218,941"
AMRC,Ameresco Inc,0,0,0,1,0,0,0,0,0,Services,"1,038",Technical Services,8.75,8.70 - 9.05,409.531M,"Aug 7, 2017",4.80 - 9.10,"73,439",24.32,1.23,9.83,0.37,N/A (N/A),,8.75,"75,826"
AMRS,Amyris Inc,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
AMSF,Amerisafe Inc,0,0,0,1,0,0,0,1,0,Financial,437,Property & Casualty Insurance,61.05,60.50 - 61.15,1.166B,"Feb 20, 2018",51.20 - 69.40,"114,930",18.04,0.57,68.00,3.36,0.80 (1.33%),2017-12-13,60.90,"94,663"
AMSWA,Amer Software Inc,0,0,0,1,0,0,0,0,0,Technology,390,Application Software,12.91,12.83 - 13.00,392.023M,"Jun 23, 2017",9.00 - 13.05,"126,023",22.13,0.61,14.50,0.59,0.44 (3.59%),2018-02-08,12.96,"64,958"
AMT,American Tower Corp,0,0,1,0,0,1,0,0,0,Financial,"4,507",REIT - Diversified,134.97,132.54 - 135.50,57.038B,"Feb 26, 2018",102.73 - 155.28,"3,197,282",50.55,0.89,162.82,2.63,2.80 (2.03%),2017-12-27,135.39,"2,063,215"
AMTD,TD Ameritrade HD,0,0,1,0,0,0,0,0,0,Financial,"10,412",Investment Brokerage - National,53.74,54.02 - 54.59,30.898B,"Jan 23, 2018",36.12 - 54.59,"1,835,266",33.23,1.7,58.53,1.64,0.84 (1.56%),2017-11-06,54.10,"2,101,930"
AMWD,Amer Woodmark Cp,0,0,0,1,0,0,0,1,0,Consumer Goods,"5,808",Home Furnishings & Fixtures,133.70,132.15 - 134.25,2.129B,"Feb 26, 2018",69.65 - 136.15,"63,239",29.31,1.76,152.00,4.53,0.00 (0.00%),2011-06-09,134.25,"148,433"
AMZN,Amazon.Com Inc,0,1,1,0,1,1,0,0,0,Services,"341,400",Catalog & Mail Order Houses,"1,276.68","1,273.39 - 1,305.76",628.939B,"Jan 31, 2018","803.00 - 1,305.76","5,443,730",332.79,1.34,"1,307.58",3.92,N/A (N/A),,"1,273.39","3,513,847"
AN,Autonation Inc,0,0,1,0,0,0,1,0,0,Services,"26,000",Auto Dealerships,57.70,57.50 - 58.44,5.288B,"Feb 1, 2018",38.20 - 58.44,"487,942",14.60,1.01,51.64,3.97,N/A (N/A),,57.86,"983,434"
ANAB,Anaptysbio Inc,0,0,0,1,0,0,0,0,0,,,,110.20,109.03 - 114.11,2.641B,,15.17 - 114.47,"285,724",,,91.25,-1.87,N/A (N/A),,110.19,"380,082"
ANAT,Amer Natl Insurance,0,0,1,0,0,0,0,0,0,Financial,"4,597",Property & Casualty Insurance,128.45,127.25 - 128.46,3.459B,"Feb 26, 2018",110.43 - 134.03,"7,443",16.60,1.08,87.04,7.74,3.28 (2.56%),2017-11-30,127.92,"13,347"
ANCX,Access National Corp,0,0,0,1,0,0,0,0,0,Financial,276,Regional - Mid-Atlantic Banks,28.98,28.83 - 29.51,594.765M,"Jan 29, 2018",24.36 - 33.18,"28,892",27.85,0.8,31.33,1.04,0.60 (2.09%),2017-11-08,29.14,"27,371"
ANDE,Andersons Inc,0,0,0,1,0,0,0,1,0,Consumer Goods,"2,176",Farm Products,32.75,32.45 - 32.95,918.546M,"Feb 13, 2018",29.60 - 41.45,"136,447",,1.28,36.20,-0.6,0.66 (2.06%),2017-12-29,32.90,"124,592"
ANDV,Andeavor,0,0,1,0,0,1,0,0,0,,,,117.43,117.58 - 119.33,18.741B,,75.11 - 119.33,"1,050,258",21.59,1.1,130.95,5.52,2.36 (2.03%),2017-11-29,117.67,"1,291,155"
ANET,Arista Networks Inc,0,0,1,0,0,0,0,0,0,Technology,"1,500",Diversified Computer Systems,260.79,257.10 - 262.84,18.935B,"Feb 14, 2018",87.33 - 262.84,"824,210",53.22,1.29,233.26,4.87,N/A (N/A),,261.07,"827,623"
ANF,Abercrombie & Fitch Company,0,0,0,1,0,0,0,1,0,Services,"8,000",Apparel Stores,19.08,19.09 - 19.60,1.301B,"Feb 28, 2018",8.81 - 19.60,"1,936,157",,0.47,14.46,-0.27,0.80 (4.38%),2017-11-30,19.22,"2,840,561"
ANGI,Homeservices Inc.,0,0,0,1,0,0,0,0,0,,,,12.76,12.67 - 13.01,6.163B,"Oct 30, 2017",5.22 - 13.74,"514,571",,2.66,14.00,-0.09,N/A (N/A),,12.75,"536,598"
ANGO,Angiodynamics Inc,0,0,0,1,0,0,0,1,0,Healthcare,"1,250",Medical Instruments & Supplies,16.28,16.06 - 16.43,600.302M,"Mar 28, 2018",14.80 - 18.85,"144,893",119.34,0.6,16.17,0.14,N/A (N/A),,16.22,"196,379"
ANH,Anworth Mortgage Asset Corp,0,0,0,1,0,0,0,0,0,,,,5.34,5.30 - 5.36,520.967M,"Feb 13, 2018",5.07 - 6.35,"429,961",11.30,0.14,6.00,0.47,0.60 (11.28%),2017-12-28,5.36,"548,033"
ANIK,Anika Therapeutics,0,0,0,1,0,0,0,1,0,Healthcare,122,Biotechnology,56.18,55.79 - 56.96,830.444M,"Feb 13, 2018",41.64 - 60.29,"53,185",26.72,0.94,54.00,2.12,N/A (N/A),,56.27,"62,844"
ANIP,ANI Pharma Inc,0,0,0,1,0,0,0,1,0,Healthcare,143,Biotechnology,71.06,70.60 - 73.25,841.789M,"Nov 1, 2017",42.23 - 74.70,"95,130",112.62,2.27,70.00,0.64,N/A (N/A),,71.42,"151,512"
ANSS,Ansys Inc,0,0,1,0,0,1,0,0,0,Technology,"2,900",Application Software,152.21,151.70 - 154.45,13.087B,"Feb 21, 2018",92.33 - 156.14,"479,520",48.48,1.02,136.50,3.18,N/A (N/A),,152.06,"469,647"
ANTM,Anthem Inc,0,0,1,0,0,1,0,0,0,Healthcare,"53,000",Health Care Plans,235.00,237.57 - 240.40,61.576B,"Jan 31, 2018",144.44 - 240.40,"1,916,549",21.65,0.78,248.53,11.08,2.80 (1.20%),2017-12-04,239.13,"1,667,549"
AOBC,American Outdoor Brands Corp,0,0,0,1,0,0,0,0,0,,,,12.15,11.98 - 12.22,659.652M,,11.70 - 24.49,"834,831",11.01,-0.59,17.08,1.11,N/A (N/A),,12.18,"1,589,880"
AON,AON Plc,0,0,1,0,0,1,0,0,0,Financial,"69,000",Insurance Brokers,135.27,134.61 - 137.29,34.141B,"Feb 8, 2018",109.82 - 152.78,"905,682",21.27,1.0,148.00,6.42,1.44 (1.05%),2017-10-31,135.89,"1,164,544"
AOS,Smith [A.O.] Corp,0,0,1,0,0,1,0,0,0,Industrial Goods,"15,500",Industrial Electrical Equipment,64.75,64.65 - 65.37,11.23B,"Jan 30, 2018",46.44 - 65.37,"856,560",32.02,1.31,63.94,2.04,0.56 (0.88%),2017-10-30,64.88,"804,431"
AOSL,Alpha and Omega Semi,0,0,0,1,0,0,0,0,0,Technology,"2,900",Semiconductor - Specialized,17.38,17.38 - 17.75,417.098M,"Feb 6, 2018",14.81 - 23.00,"42,290",28.64,0.15,25.25,0.61,N/A (N/A),,17.41,"73,176"
AP,Ampco-Pittsburgh Corp,0,0,0,1,0,0,0,0,0,Industrial Goods,"1,915",Diversified Machinery,14.35,14.24 - 14.85,182.332M,"Aug 3, 2017",12.15 - 18.60,"21,279",,1.44,21.00,-4.22,0.00 (0.00%),2017-04-11,14.35,"25,212"
APA,Apache Corp,0,0,1,0,0,1,0,0,0,Basic Materials,"3,727",Independent Oil & Gas,46.00,46.01 - 47.35,17.965B,"Feb 21, 2018",38.14 - 63.92,"3,728,015",26.95,1.54,47.32,1.75,1.00 (2.27%),2018-01-19,46.17,"3,439,307"
APAM,Artisan Partners Asset Manageme,0,0,0,1,0,0,0,0,0,Financial,380,Asset Management,39.40,39.15 - 39.85,3.008B,"Feb 5, 2018",26.30 - 40.65,"480,992",20.88,1.8,37.75,1.91,2.40 (6.16%),2017-11-15,39.55,"376,558"
APC,Anadarko Petroleum Corp,0,0,1,0,0,1,0,0,0,Basic Materials,"4,500",Independent Oil & Gas,58.50,58.19 - 59.17,32.271B,"Feb 6, 2018",39.96 - 71.97,"4,907,195",,1.87,62.69,-3.54,0.20 (0.36%),2017-12-12,58.82,"5,613,512"
APD,Air Products and Chemicals,0,0,1,0,0,1,0,0,0,Basic Materials,"15,000",Chemicals - Major Diversified,169.97,168.92 - 170.31,37.232B,"Jan 26, 2018",133.63 - 170.53,"648,674",12.47,1.05,175.16,13.65,3.80 (2.26%),2017-12-29,170.00,"896,380"
APEI,American Pub. Edu.,0,0,0,1,0,0,0,1,0,Services,"1,510",Education & Training Services,25.35,25.10 - 26.30,418.082M,"Feb 26, 2018",17.40 - 27.40,"42,552",21.43,1.82,25.33,1.2,N/A (N/A),,25.45,"60,690"
APH,Amphenol Corp,0,0,1,0,0,1,0,0,0,Technology,"62,000",Diversified Electronics,90.79,90.46 - 91.94,28.039B,"Jan 24, 2018",66.00 - 91.94,"845,965",29.25,0.8,94.33,3.14,0.76 (0.85%),2017-12-15,90.86,"1,219,304"
APLE,Apple Hospitality REIT Inc,0,0,1,0,0,0,0,0,0,,,,19.67,19.51 - 19.74,4.361B,"Feb 22, 2018",17.49 - 20.68,"990,203",19.28,,19.33,1.01,1.20 (6.16%),2018-01-02,19.70,"1,097,746"
APOG,Apogee Entrpr Inc,0,0,0,1,0,0,0,1,0,Industrial Goods,"5,511",General Building Materials,46.08,45.96 - 46.94,1.338B,,40.03 - 61.00,"210,435",16.81,1.62,52.50,2.78,0.56 (1.23%),2017-10-23,46.01,"277,271"
APPF,Appfolio Cl A,0,0,0,1,0,0,0,0,0,Technology,626,Application Software,40.95,40.96 - 42.65,1.444B,"Feb 7, 2018",21.85 - 52.25,"84,143",256.33,,46.00,0.17,N/A (N/A),,41.20,"146,819"
APTI,Apptio Inc,0,0,0,1,0,0,0,0,0,Services,745,Business Services,24.51,24.12 - 24.62,986.287M,"Feb 7, 2018",10.77 - 25.49,"221,864",,,25.56,-0.68,N/A (N/A),,24.55,"443,306"
APTS,Preferred Apartment Communities,0,0,0,1,0,0,0,0,0,,,,18.18,17.46 - 18.02,638.001M,"Feb 26, 2018",12.42 - 22.71,"770,322",,0.57,21.17,-1.05,1.00 (5.32%),2017-12-14,18.02,"484,858"
AQMS,Aqua Metals Inc,0,0,0,1,0,0,0,0,0,Industrial Goods,67,Waste Management,1.96,1.89 - 2.02,53.452M,"Feb 12, 2018",1.75 - 5.80,"312,254",,,15.25,-1.29,N/A (N/A),,1.98,"545,791"
AR,Antero Resources Corp,0,0,1,0,0,0,0,0,0,Basic Materials,583,Oil & Gas Drilling & Exploration,19.58,19.50 - 20.01,6.272B,"Feb 28, 2018",17.59 - 26.60,"2,456,172",,0.85,25.66,-1.13,N/A (N/A),,19.60,"3,084,798"
ARA,American Renal Associates Holdi,0,0,0,1,0,0,0,0,0,,,,18.69,18.40 - 18.91,584.54M,"Mar 5, 2018",9.91 - 23.30,"59,074",,,19.33,-0.32,N/A (N/A),,18.76,"205,398"
ARAY,Accuray Incorporated,0,0,0,1,0,0,0,0,0,Healthcare,944,Medical Appliances & Equipment,4.90,4.90 - 5.05,423.789M,"Jan 29, 2018",3.60 - 6.00,"1,022,906",,2.26,6.80,-0.35,N/A (N/A),,4.90,"1,055,477"
ARC,American Reprographics Company,0,0,0,1,0,0,0,0,0,Services,"2,600",Business Services,2.57,2.50 - 2.62,120.789M,"Aug 3, 2017",2.30 - 5.22,"137,327",,1.32,4.00,-0.15,N/A (N/A),,2.60,"231,422"
ARCB,Arcbest Corp,0,0,0,1,0,0,0,1,0,Services,"13,000",Trucking,37.05,36.65 - 37.65,948.562M,"Jan 31, 2018",16.95 - 38.75,"221,302",39.57,2.25,34.56,0.94,0.32 (0.88%),2017-11-13,37.40,"245,146"
ARCH,Arch Coal Inc,0,0,0,1,0,0,0,0,0,,,,98.68,96.52 - 99.31,2.138B,,60.13 - 99.53,"331,256",1.30,,98.50,74.57,1.40 (1.45%),2017-11-29,98.91,"313,266"
ARD,Ardagh Group S.A. Common Shares,0,0,1,0,0,0,0,0,0,,,,20.52,20.30 - 20.45,4.804B,,19.55 - 22.33,"274,367",16.64,,24.62,1.22,0.56 (2.72%),2017-11-15,20.43,"71,603"
ARDX,Ardelyx Inc,0,0,0,1,0,0,0,0,0,Healthcare,93,Biotechnology,7.40,7.25 - 7.57,349.382M,"Nov 6, 2017",4.05 - 15.40,"187,763",,-0.29,14.71,-2.23,N/A (N/A),,7.50,"954,087"
ARE,Alexandria Real Estate Equities,0,0,1,0,0,1,0,0,0,Financial,285,REIT - Office,125.10,123.58 - 125.36,11.976B,"Jan 29, 2018",106.89 - 134.37,"1,622,004",132.40,1.03,140.17,0.94,3.60 (2.87%),2017-12-28,125.10,"676,034"
AREX,Approach Res. Inc,0,0,0,1,0,0,0,0,0,Basic Materials,100,Independent Oil & Gas,3.93,3.86 - 4.20,354.992M,"Mar 7, 2018",1.93 - 4.20,"1,850,559",,3.55,2.38,-2.41,N/A (N/A),,3.98,"541,185"
ARI,Apollo Commercial Real Estate,0,0,0,1,0,0,0,1,0,,,,18.40,18.27 - 18.43,1.962B,"Feb 26, 2018",16.90 - 19.92,"1,140,503",10.17,0.65,18.10,1.8,1.84 (10.15%),2017-12-28,18.40,"1,074,777"
ARII,American Railcar Ind,0,0,0,1,0,0,0,0,0,Services,"2,159",Railroads,40.19,39.85 - 40.93,779.386M,"Feb 22, 2018",34.30 - 49.33,"42,848",14.83,2.53,40.25,2.75,1.60 (4.06%),2017-12-07,40.41,"70,365"
ARMK,Aramark Holdings Corp,0,0,1,0,0,0,0,0,0,Services,"169,500",Specialty Eateries,44.03,43.94 - 44.28,10.823B,"Feb 5, 2018",32.87 - 44.28,"1,331,114",29.58,0.36,46.27,1.49,0.42 (0.96%),2017-11-24,44.08,"1,216,331"
ARNA,Arena Pharmaceutical,0,0,0,1,0,0,0,0,0,Healthcare,106,Biotechnology,35.77,34.82 - 36.32,1.372B,"Mar 12, 2018",11.30 - 41.92,"836,934",,2.31,43.00,-1.22,N/A (N/A),,35.89,"501,890"
